"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"JTEXA10125","Bitumen Conform Per Length — 10mm x 125mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 125mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA10150","Bitumen Conform Per Length — 10mm x 150mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 150mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA10200","Bitumen Conform Per Length — 10mm x 200mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 200mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA10250","Bitumen Conform Per Length — 10mm x 250mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 250mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA10300","Bitumen Conform Per Length — 10mm x 300mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 300mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"JTEXA101200","Bitumen Conform Per Length — 10mm x 1200mm x 2.4m","Brand not listed","Not identified by the source","Joint systems","10mm x 1200mm x 2.4m","Conform is a homogenous bitumen emulsion fibre board. It’s a proprietary process that thoroughly mixes wood fibres in an asphaltic binder then forms the fibres into a rigid board resulting in an economical, environmentally safe compressible material that’s stronger yet easier to handle than other joint filling compounds. Conform is suitable for use with expansion joints in a wide variety of concrete construction projects.","https://lyndons.com.au/products/joint-systems-compressable-expansion-backing-foam-and-materials/bitumen-conform-per-length","https://lyndons.com.au/media/cache/435x435_webp/0/1/231/00t0lHzN8vZVjX31/4ghqbfqgrbc44skg.webp","","No brand is identified on the source listing.","2026-09-21"
"BPC0192","Joint Raker 44mm Skate Wheels 15502","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Large 13/4″ (44mm) skate wheels
Strong aluminium handle is contoured to fit the hand and squared off at the end
Hardened nail, adjusts to proper depth","https://lyndons.com.au/products/safety-ppe-hand-tools/joint-raker-44mm-skate-wheels-15502","https://lyndons.com.au/media/cache/435x435_webp/2/0/230/eviI67vnbWn1WECQ/hh7fzgb3r74ssg08.webp","","No brand is identified on the source listing.","2026-09-21"
"TROW506525","Joint Barrels 10850","Brand not listed","Not identified by the source","Tools & equipment","Pack / unit: confirm with branch","Barrel jointer set includes four popular sizes of changeable hardened steel barrels - 1/2, 5/8, 3/4 and 7/8"" (13mm, 16 mm, 19mm, and 22mm) Threaded barrels are easy to change","https://lyndons.com.au/products/safety-ppe-hand-tools/joint-barrels-10850","https://lyndons.com.au/media/cache/435x435_webp/2/7/2597/Spv6HbwUx3xrUMhy/trow506525.webp","","No brand is identified on the source listing.","2026-09-21"
"JERY105","Jerry Can / Fuel Container Plastic W'Spout — 5 Litre ""Red""","Brand not listed","Not identified by the source","General hardware","5 Litre ""Red""","A Jerry can (or Jerry fuel container) is a robust and versatile container designed for the safe and efficient storage and transport of liquids, primarily fuel.","https://lyndons.com.au/products/general-hardware-general/jerry-can-fuel-container-plastic-w-spout","https://lyndons.com.au/media/cache/435x435_webp/1/5/1405/g3olj2bEAT27Z7iM/jery110.webp","","No brand is identified on the source listing.","2026-09-21"
"JERY110","Jerry Can / Fuel Container Plastic W'Spout — 10 Litre","Brand not listed","Not identified by the source","General hardware","10 Litre","A Jerry can (or Jerry fuel container) is a robust and versatile container designed for the safe and efficient storage and transport of liquids, primarily fuel.","https://lyndons.com.au/products/general-hardware-general/jerry-can-fuel-container-plastic-w-spout","https://lyndons.com.au/media/cache/435x435_webp/1/5/1405/g3olj2bEAT27Z7iM/jery110.webp","","No brand is identified on the source listing.","2026-09-21"
"JERY120","Jerry Can / Fuel Container Plastic W'Spout — 20 Litre","Brand not listed","Not identified by the source","General hardware","20 Litre","A Jerry can (or Jerry fuel container) is a robust and versatile container designed for the safe and efficient storage and transport of liquids, primarily fuel.","https://lyndons.com.au/products/general-hardware-general/jerry-can-fuel-container-plastic-w-spout","https://lyndons.com.au/media/cache/435x435_webp/1/5/1405/g3olj2bEAT27Z7iM/jery110.webp","","No brand is identified on the source listing.","2026-09-21"
"JERY120D","Jerry Can / Fuel Container Plastic W'Spout — 20 Litre Diesel","Brand not listed","Not identified by the source","General hardware","20 Litre Diesel","A Jerry can (or Jerry fuel container) is a robust and versatile container designed for the safe and efficient storage and transport of liquids, primarily fuel.","https://lyndons.com.au/products/general-hardware-general/jerry-can-fuel-container-plastic-w-spout","https://lyndons.com.au/media/cache/435x435_webp/1/5/1405/g3olj2bEAT27Z7iM/jery110.webp","","No brand is identified on the source listing.","2026-09-21"
"JERY1052S","Jerry Can / Fuel Container Plastic W'Spout — 5 Litre 2-Stroke","Brand not listed","Not identified by the source","General hardware","5 Litre 2-Stroke","A Jerry can (or Jerry fuel container) is a robust and versatile container designed for the safe and efficient storage and transport of liquids, primarily fuel.","https://lyndons.com.au/products/general-hardware-general/jerry-can-fuel-container-plastic-w-spout","https://lyndons.com.au/media/cache/435x435_webp/1/5/1405/g3olj2bEAT27Z7iM/jery110.webp","","No brand is identified on the source listing.","2026-09-21"
"STPL015","Jack Jaw Stake & Post Remover 10mm Opening (Large) 900mm (90cm) Tall","JackJaw","JackJaw (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Stake and Post Extractors That Work! Designed and patented by a concrete contractor, JackJaw® extractors make an easy task of pulling stakes and posts. With a couple pumps of the handle, stakes and posts will break loose.","https://lyndons.com.au/products/safety-ppe-hand-tools/jack-jaw-stake-and-post-remover-10mm-opening-large-900mm-90cm-tall","https://lyndons.com.au/media/cache/435x435_webp/0/3/1413/K36P8EO0Fnyo80ph/stpl015.webp","","","2026-09-21"
"STPL010","Jack Jaw Stake & Post Puller (Small) 500mm","JackJaw","JackJaw (brand listed by Lyndons; exact manufacturer not independently verified)","Tools & equipment","Pack / unit: confirm with branch","Stake and Post Extractors That Work! Designed and patented by a concrete contractor, JackJaw® extractors make an easy task of pulling stakes and posts. With a couple pumps of the handle, stakes and posts will break loose.
This product is made from high grade steel and has replaceable bisalloy 360 laser cut jaws. The base plate can be screwed to timber to spread the weight and allow removal on soft ground.","https://lyndons.com.au/products/safety-ppe-hand-tools/jack-jaw-stake-and-post-puller-small-500mm","https://lyndons.com.au/media/cache/435x435_webp/2/7/227/s7EhEJdygGElp0li/pinsd7qdxes4o48s.webp","","","2026-09-21"
"KRYS050","HYPERSEAL BR-2510N 250mm x 10mm x 5m Roll Waterstop","Kryfix","Kryfix (brand listed by Lyndons; exact manufacturer not independently verified)","Waterproofing","Pack / unit: confirm with branch","Hyperseal BR is a high performance, hydrophilic butyl rubber waterstop, which swells to form a long-lasting water-tight compression seal. The swelling action is the result between water and hydrophilic groups which are part of the Hyperseal BR molecular structure.","https://lyndons.com.au/products/waterproofing-waterstops/hyperseal-br-2510n-250mm-x-10mm-x-5m-roll-waterstop","https://lyndons.com.au/media/cache/435x435_webp/1/6/226/InjmCVQhVV0lpC0O/avwv6eyemjso84k0.webp","","","2026-09-21"
"HYDR001","Hydrotite CJ0725-3K P25 x 7 x 10m (sold per roll)","Brand not listed","Not identified by the source","Waterproofing","Pack / unit: confirm with branch","Hydrotite is easy to handle and install and has excellent adhesion to concrete surfaces. Delay coating prevents expansion from moisture during the second pour, during curing or if the joint becomes ponded during construction. It has a co-extruded design, which means the expansion is directed across the joint for maximum seal. In addition, compaction and displacement are not an issue and ability to withstand repeated wet-dry cycles means long-term joint integrity is protected. In the case of water-contact and subsequent expansion, change in colour of the product allows for quick visual inspection. There is no requirement for split forming and joining is by simple butt join. It can be joined to traditional PVC waterstop or applied to rough surfaces using Leakmaster gun grade waterstop. It is non-toxic and non-hazardous.","https://lyndons.com.au/products/waterproofing-waterstops/hydrotite-cj0725-3k-p25-x-7-x-10m-sold-per-roll","https://lyndons.com.au/media/cache/435x435_webp/1/3/2503/aE6YCBdH46BXCnx1/hydr001.webp","","No brand is identified on the source listing.","2026-09-21"
